CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F20121,F20122,F20123,F20125,F20126,F20127,F20217,F20218,F20219,F20221,F20222,F20223,F20229,F20230,F20231,F20233,F20234,F20235,F20241,F20242,F20243,F20245,F20246,F20247,F20277,F20278,F20279,F20281,F20282,F20283,F20289,F20290,F20291,F20293,F20294,F20295,F20301,F20302,F20303,F20305,F20306,F20307,F20313,F20314,F20315,F20317,F20318,F20319,F20325,F20326,F20327,F20329,F20330,F20331,F20337,F20338,F20339,F20341,F20342,F20343,F20349,F20350,F20351,F20353,F20354,F20355,F20361,F20362,F20363,F20365,F20366,F20367,F20397,F20398,F20399,F20401,F20402,F20403,F20517,F20518,F20519,F20521,F20522,F20523,F20721,F20722,F20723,F20725,F20726,F20727,F20805,F20806,F20807,F20809,F20810,F20811,F20817,F20818,F20819,F20821,F20822,F20823,F20865,F20866,F20867,F20869,F20870,F20871,
21662,00FKNC,00FKNC : Boulton,Standard Table (ST) wards,SWARD,1681,3965,1025,1497,3869,1707,3,54,20,7,34,36,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,3,12,0,0,11,7,0,7,6,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,4,0,0,4,10,0,0,7,6,22,3,5,21,3,3,57,13,3,63,24,0,29,18,0,22,8,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,3,3,
21663,00FKND,00FKND : Chaddesden,Standard Table (ST) wards,SWARD,1397,3987,1008,1398,3706,1662,3,30,22,0,25,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,0,3,18,10,0,4,4,0,3,6,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,8,44,0,8,24,6,19,0,0,24,0,3,15,4,0,22,6,0,8,4,3,12,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,
21664,00FKNE,00FKNE : Chellaston,Standard Table (ST) wards,SWARD,1321,3708,863,1198,3496,1560,3,17,12,3,21,17,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,3,3,5,3,5,18,9,0,9,3,3,3,11,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,5,0,3,0,0,6,3,0,6,16,0,5,9,0,22,0,6,17,3,4,68,6,9,69,20,0,24,7,3,21,5,0,6,0,0,5,0,0,7,0,0,0,0,0,0,3,3,3,0,
21665,00FKNF,00FKNF : Darley,Standard Table (ST) wards,SWARD,820,4405,783,795,3839,1501,0,39,32,0,25,63,0,0,0,0,0,3,0,0,0,3,7,0,0,6,0,0,12,0,0,25,0,0,25,8,0,8,3,0,3,7,0,3,0,3,5,0,0,10,0,0,13,0,0,13,0,3,22,7,0,5,0,0,0,0,7,28,15,3,33,19,6,44,0,3,39,6,6,64,3,3,68,16,0,25,7,7,23,14,0,6,3,0,7,0,0,9,0,0,8,0,0,0,0,0,0,0,
21666,00FKNG,00FKNG : Derwent,Standard Table (ST) wards,SWARD,1793,3981,848,1610,3927,1469,3,26,29,3,27,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,4,22,8,0,8,3,0,3,7,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,3,3,0,5,0,0,4,0,7,36,23,10,24,15,6,26,0,3,18,0,0,28,6,6,29,6,0,21,11,0,16,14,0,3,0,0,0,0,0,3,0,0,3,3,3,3,0,0,3,0,
21667,00FKNH,00FKNH : Littleover,Standard Table (ST) wards,SWARD,1332,3868,734,1330,3747,1253,0,25,8,0,39,22,0,0,0,0,0,0,0,3,0,0,3,0,3,5,0,0,0,0,0,10,0,0,19,5,3,8,0,3,3,3,0,3,0,0,5,3,0,0,0,0,0,0,3,6,0,3,4,3,0,4,0,0,3,3,4,20,11,3,26,12,3,54,0,9,58,3,13,276,31,23,265,50,4,33,8,3,35,9,3,3,0,0,4,3,0,8,0,0,3,0,0,3,0,0,6,3,
21668,00FKNJ,00FKNJ : Mackworth,Standard Table (ST) wards,SWARD,1288,3930,1065,1201,3788,1789,0,42,30,0,27,34,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,3,3,0,15,3,6,29,15,0,9,0,3,5,3,0,5,0,0,3,0,3,10,0,0,4,0,3,27,0,0,26,3,0,5,0,0,3,0,0,12,29,3,10,10,3,30,6,3,20,3,6,51,3,3,57,8,0,20,7,0,22,3,0,3,0,0,4,3,0,3,0,0,14,0,3,3,0,0,3,0,
21669,00FKNK,00FKNK : Mickleover,Standard Table (ST) wards,SWARD,1213,4184,1140,1215,3881,1890,3,24,15,0,26,31,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,3,3,0,3,11,3,0,16,14,0,10,3,0,7,9,0,0,3,0,3,0,0,5,3,0,0,0,3,3,0,0,3,10,0,3,3,0,5,0,0,6,22,0,4,12,3,34,0,3,35,0,6,72,12,9,62,8,0,20,10,4,19,12,0,3,0,0,4,0,0,6,0,0,10,0,0,0,0,0,0,0,
21670,00FKNL,00FKNL : Normanton,Standard Table (ST) wards,SWARD,1719,4092,836,1709,3799,1338,0,65,29,5,51,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,12,0,7,19,0,0,6,5,0,4,16,3,0,0,3,0,0,0,3,0,0,0,3,0,4,0,0,6,4,0,6,3,0,3,5,11,50,44,10,36,40,0,52,3,12,35,10,65,962,168,54,898,242,3,116,86,5,83,84,0,0,0,0,3,3,0,6,0,0,6,0,0,17,5,3,9,10,
21671,00FKNM,00FKNM : Oakwood,Standard Table (ST) wards,SWARD,1545,4539,516,1529,4344,967,0,27,8,0,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,15,0,4,22,4,0,6,0,0,0,3,0,0,0,0,0,3,0,4,0,3,3,3,0,0,0,0,4,3,0,4,3,0,4,0,4,13,9,3,16,8,6,32,0,6,30,6,7,75,4,3,92,9,0,23,3,3,20,3,0,5,0,0,3,0,0,3,0,0,7,0,0,3,0,0,0,0,
21672,00FKNN,00FKNN : Sinfin,Standard Table (ST) wards,SWARD,2003,4114,541,1876,4266,964,6,39,24,7,33,24,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,5,11,0,4,15,4,0,9,4,0,4,6,0,3,0,0,0,0,0,5,0,0,0,3,0,4,0,0,3,3,0,3,0,0,6,0,11,25,14,9,22,4,3,44,0,3,36,3,15,231,31,6,262,58,3,49,23,0,58,28,0,0,0,0,5,0,0,11,0,0,6,3,0,6,0,0,3,0,
21673,00FKNP,00FKNP : Spondon,Standard Table (ST) wards,SWARD,1117,3815,955,1037,3349,1649,0,18,10,0,10,16,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,4,8,4,0,10,12,0,10,6,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,3,0,0,0,0,0,6,24,0,6,13,3,13,0,4,15,3,0,23,6,0,23,7,0,12,6,0,9,0,0,0,3,0,3,0,0,3,0,0,3,3,0,3,0,0,0,0,
21674,00FNNF,00FNNF : Abbey,Standard Table (ST) wards,SWARD,1390,3734,963,1390,3631,1610,5,36,18,4,29,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,11,0,0,14,6,0,6,4,0,3,5,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,4,3,0,3,0,0,4,3,3,16,25,0,16,23,7,278,11,11,237,26,9,222,41,6,246,57,3,32,17,3,35,22,0,3,0,0,0,3,0,3,0,3,9,0,0,6,3,0,8,3,
21675,00FNNG,00FNNG : Aylestone,Standard Table (ST) wards,SWARD,1025,3374,778,966,3236,1429,0,31,17,3,24,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,16,3,4,16,7,0,5,3,0,3,7,3,3,0,0,0,0,0,4,3,0,4,3,3,10,0,0,12,7,0,0,0,0,4,0,0,9,9,0,6,7,3,60,0,8,76,5,3,79,6,3,69,15,0,22,13,0,10,16,0,0,0,0,3,0,0,5,0,3,10,0,0,0,0,0,4,0,
21676,00FNNH,00FNNH : Beaumont Leys,Standard Table (ST) wards,SWARD,1860,4361,393,1842,4627,744,5,21,6,0,27,10,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,3,0,3,14,3,3,24,5,3,3,0,0,0,4,3,0,0,0,4,3,0,5,0,0,0,0,3,11,0,3,10,0,3,7,0,3,10,0,7,30,6,8,28,6,28,386,9,26,344,35,19,246,22,17,233,62,9,64,15,4,60,16,3,3,0,0,9,3,3,8,0,0,12,3,0,10,0,0,6,0,
21677,00FNNJ,00FNNJ : Belgrave,Standard Table (ST) wards,SWARD,1297,3068,505,1298,3225,899,3,10,8,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,3,0,0,7,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,4,6,0,4,4,3,0,0,0,0,0,0,0,3,4,0,4,9,28,878,45,15,799,95,79,813,200,78,972,365,6,22,6,0,25,9,0,3,0,0,0,0,0,6,0,0,13,0,0,17,3,0,13,10,
21678,00FNNK,00FNNK : Braunstone Park and Rowley Fields,Standard Table (ST) wards,SWARD,2264,4593,929,2211,4862,1755,20,40,33,7,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,15,0,3,23,12,0,12,3,0,7,9,3,3,0,3,0,0,0,8,3,0,4,3,0,8,0,3,10,0,0,3,0,0,6,3,3,19,19,3,12,14,19,197,8,19,180,29,10,205,44,13,238,63,3,33,10,0,35,30,0,0,0,0,3,0,0,13,0,0,11,3,0,3,0,0,4,3,
21679,00FNNL,00FNNL : Castle,Standard Table (ST) wards,SWARD,577,5873,499,527,5127,863,0,45,17,0,39,31,0,0,0,0,0,0,0,3,0,0,3,0,3,17,0,3,24,3,0,39,0,0,38,7,0,21,3,0,12,12,4,6,0,0,10,0,0,9,3,0,13,4,0,72,3,3,78,4,0,8,0,0,7,0,4,71,32,4,52,27,12,310,7,9,291,14,14,418,35,20,392,64,3,73,23,6,79,19,0,7,0,0,10,3,3,16,0,0,26,0,0,8,3,0,9,0,
21680,00FNNM,00FNNM : Charnwood,Standard Table (ST) wards,SWARD,1533,3091,481,1485,3218,867,0,27,22,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,5,0,0,5,5,0,3,4,3,3,4,6,0,0,13,4,0,0,0,0,0,0,0,4,20,0,4,14,0,3,0,0,0,3,0,8,21,8,8,19,6,39,480,17,38,424,41,53,516,82,39,541,146,3,38,19,4,51,41,0,0,0,0,3,3,0,3,0,0,9,3,3,11,3,5,5,3,
21681,00FNNN,00FNNN : Coleman,Standard Table (ST) wards,SWARD,1651,3672,546,1538,3720,957,0,34,17,3,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,7,7,0,0,0,0,0,3,5,3,0,6,3,0,0,3,0,0,0,0,0,6,0,4,14,0,3,0,0,0,0,0,4,15,19,3,9,12,41,624,17,17,664,35,78,963,128,87,875,214,11,58,19,13,86,38,0,6,3,3,5,0,0,3,0,0,22,0,3,18,6,5,21,8,
21682,00FNNP,00FNNP : Evington,Standard Table (ST) wards,SWARD,879,2689,1011,854,2694,1671,0,14,25,0,23,47,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,3,9,3,3,9,9,0,10,6,0,8,9,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,4,0,3,0,0,0,0,3,15,31,0,18,29,15,393,13,14,400,22,27,474,67,16,496,124,3,24,13,3,25,22,0,3,0,3,0,0,0,6,0,3,10,0,3,9,0,0,6,3,
21683,00FNNQ,00FNNQ : Eyres Monsell,Standard Table (ST) wards,SWARD,1475,2955,851,1403,3037,1538,0,29,29,3,28,72,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,9,3,3,21,11,0,3,3,0,3,6,0,3,0,0,0,0,0,4,0,0,3,3,0,6,0,0,3,4,0,3,0,0,7,0,4,14,8,0,8,3,0,53,0,3,44,6,3,55,6,6,43,9,3,18,3,3,15,9,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,
21684,00FNNR,00FNNR : Fosse,Standard Table (ST) wards,SWARD,1038,3676,610,985,3388,1039,0,29,16,0,30,20,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,21,0,0,19,7,0,9,3,0,7,7,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,11,3,0,0,0,0,4,0,4,10,25,4,21,12,11,156,3,14,166,12,3,167,23,7,172,52,5,28,3,0,32,20,0,0,0,0,3,3,0,14,0,0,11,0,3,9,3,3,6,3,
21685,00FNNS,00FNNS : Freemen,Standard Table (ST) wards,SWARD,1164,3087,427,1125,3460,731,3,50,16,3,26,32,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,10,0,3,8,0,0,17,4,0,7,0,0,10,0,0,3,0,0,4,0,3,3,0,3,0,0,3,22,0,0,27,3,0,6,0,0,3,0,4,23,4,0,24,6,10,74,0,8,76,4,3,164,17,0,163,16,6,39,5,9,51,26,0,3,0,0,3,3,0,8,0,3,12,0,0,3,0,0,3,0,
21686,00FNNT,00FNNT : Humberstone and Hamilton,Standard Table (ST) wards,SWARD,1405,3605,807,1255,3455,1378,0,18,23,0,26,45,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,12,0,3,11,6,0,6,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,10,15,0,6,12,12,351,13,9,338,23,13,248,41,12,265,79,0,20,9,0,22,11,0,3,0,0,3,0,0,6,3,0,4,0,0,3,4,0,3,6,
21687,00FNNU,00FNNU : Knighton,Standard Table (ST) wards,SWARD,1490,5213,1097,1485,4923,2068,0,31,23,0,35,58,0,0,0,0,0,0,3,3,0,0,3,6,0,20,0,3,36,3,3,21,6,0,38,20,0,20,13,0,30,22,0,6,0,3,9,3,4,6,0,0,15,6,3,21,3,3,33,9,0,4,0,4,11,3,5,38,51,4,31,49,13,345,17,22,333,42,19,485,80,26,457,148,3,67,9,6,55,25,3,3,0,0,9,3,0,11,4,0,21,0,3,4,4,3,8,4,
21688,00FNNW,00FNNW : Latimer,Standard Table (ST) wards,SWARD,1427,3460,629,1317,3654,1110,0,17,8,0,6,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,15,3,3,0,0,0,0,0,0,5,16,9,3,8,7,34,1050,79,43,954,177,118,1159,323,111,1438,588,3,12,0,3,17,0,0,3,0,0,0,0,3,6,3,0,9,0,3,27,6,0,36,10,
21689,00FNNX,00FNNX : New Parks,Standard Table (ST) wards,SWARD,2118,4335,1008,2059,4557,1946,4,46,34,3,39,59,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,3,4,18,0,0,21,11,0,7,0,0,0,3,0,0,0,3,0,0,0,4,0,0,3,0,0,3,0,0,8,3,0,3,0,0,0,3,5,7,14,3,9,27,9,100,4,6,94,15,3,96,11,6,109,41,3,39,7,3,26,24,0,4,0,0,3,3,0,9,0,0,3,0,0,0,3,3,5,3,
21690,00FNNY,00FNNY : Rushey Mead,Standard Table (ST) wards,SWARD,1619,4868,815,1648,4699,1469,3,27,15,0,22,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,6,0,0,7,5,0,9,0,0,0,5,4,0,0,8,0,0,0,5,0,0,0,0,3,7,0,0,8,3,0,0,0,0,0,0,4,8,22,3,11,27,23,1212,67,26,1094,141,34,830,189,23,1004,359,3,41,16,3,34,27,0,4,0,0,5,3,0,22,3,0,39,4,0,21,6,0,24,9,
21691,00FNNZ,00FNNZ : Spinney Hills,Standard Table (ST) wards,SWARD,3007,6608,813,2983,6451,1394,0,22,27,3,15,30,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,9,0,3,5,3,0,8,3,0,3,0,0,0,5,16,3,0,22,4,0,0,0,0,0,0,4,29,42,3,20,29,3,0,3,0,0,3,0,9,47,15,12,41,25,145,1507,54,115,1534,132,206,2303,366,177,2191,646,11,127,73,14,128,84,0,4,0,0,0,3,3,8,0,0,7,3,5,43,8,0,35,14,
21692,00FNPA,00FNPA : Stoneygate,Standard Table (ST) wards,SWARD,1999,5766,711,1855,5606,1137,3,26,17,0,19,22,0,0,0,0,0,0,0,4,0,0,3,3,0,21,0,0,15,0,5,20,0,0,17,9,0,4,0,0,3,3,14,4,0,25,4,0,0,4,0,0,8,3,3,24,0,5,28,7,0,4,3,3,5,0,7,45,45,4,35,50,72,964,45,63,944,95,89,1411,254,82,1411,381,12,85,48,11,73,71,0,0,0,0,3,3,0,17,0,3,26,3,5,25,4,0,25,3,
21693,00FNPB,00FNPB : Thurncourt,Standard Table (ST) wards,SWARD,1109,2708,885,1059,2631,1546,0,35,28,3,20,42,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,7,4,4,12,8,0,3,0,0,5,3,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,3,3,3,11,20,3,7,13,9,165,4,0,149,16,0,156,23,3,171,44,4,19,8,0,25,20,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,3,0,
21694,00FNPC,00FNPC : Westcotes,Standard Table (ST) wards,SWARD,546,3344,308,559,3306,577,3,30,15,4,17,9,0,0,0,0,0,0,0,3,0,0,3,0,0,15,0,0,10,0,0,19,0,0,22,3,0,3,3,0,5,5,5,5,0,3,0,0,0,21,0,0,16,3,3,24,0,5,27,0,3,7,0,0,5,0,12,30,12,6,24,8,20,215,15,9,226,41,13,235,35,10,220,67,3,15,3,3,26,11,0,5,0,0,5,0,0,13,0,3,11,0,0,8,0,0,3,0,
21695,00FNPD,00FNPD : Western Park,Standard Table (ST) wards,SWARD,866,3242,679,808,3013,1277,4,41,21,0,31,43,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,8,0,0,12,0,0,21,5,0,6,5,0,6,13,0,4,0,3,3,0,0,5,0,0,5,0,0,5,0,0,9,5,0,3,0,0,7,0,3,13,39,3,13,35,8,199,15,7,169,32,6,164,38,0,191,68,0,23,14,0,29,17,0,4,0,3,6,3,0,9,0,0,11,0,0,4,3,0,5,3,
21696,00FPMS,00FPMS : Braunston and Belton,Standard Table (ST) wards,SWARD,125,377,117,122,338,184,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,0,6,0,6,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
21697,00FPMT,00FPMT : Cottesmore,Standard Table (ST) wards,SWARD,357,1070,145,311,847,224,0,3,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,20,0,27,15,3,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,3,0,3,0,0,0,12,3,6,3,3,5,10,3,4,3,0,0,10,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,
21698,00FPMU,00FPMU : Exton,Standard Table (ST) wards,SWARD,131,780,113,127,409,158,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,17,3,0,0,0,3,9,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
21699,00FPMW,00FPMW : Greetham,Standard Table (ST) wards,SWARD,116,900,78,107,343,121,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,0,9,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,
21700,00FPMX,00FPMX : Ketton,Standard Table (ST) wards,SWARD,218,741,247,174,669,419,0,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,7,3,0,10,0,0,6,0,3,6,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
21701,00FPMY,00FPMY : Langham,Standard Table (ST) wards,SWARD,87,334,96,79,274,175,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,
21702,00FPMZ,00FPMZ : Lyddington,Standard Table (ST) wards,SWARD,132,418,105,127,382,149,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,3,0,0,6,0,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
21703,00FPNA,00FPNA : Martinsthorpe,Standard Table (ST) wards,SWARD,99,351,97,102,326,170,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,3,0,0,6,0,3,6,3,3,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,
21704,00FPNB,00FPNB : Normanton,Standard Table (ST) wards,SWARD,315,1085,222,293,790,334,3,8,3,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,27,18,0,27,17,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,3,6,3,3,13,0,0,3,0,3,3,6,0,12,0,3,9,0,0,3,3,0,0,0,0,3,3,0,7,3,0,6,0,3,0,0,0,0,0,
21705,00FPNC,00FPNC : Oakham North East,Standard Table (ST) wards,SWARD,357,890,112,336,857,271,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,12,0,5,18,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,3,3,0,0,3,0,3,3,0,0,3,0,3,12,0,6,18,0,23,46,0,9,36,6,4,7,0,0,10,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,
21706,00FPND,00FPND : Oakham North West,Standard Table (ST) wards,SWARD,329,971,214,254,874,406,0,3,3,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,3,5,11,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,6,3,0,3,0,0,0,12,3,0,14,12,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
21707,00FPNE,00FPNE : Oakham South East,Standard Table (ST) wards,SWARD,155,617,228,137,546,368,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,6,0,0,0,3,3,0,0,6,3,0,6,0,0,6,0,3,3,3,0,3,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,
21708,00FPNF,00FPNF : Oakham South West,Standard Table (ST) wards,SWARD,216,687,169,225,650,296,0,3,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,7,6,3,0,6,0,3,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21709,00FPNG,00FPNG : Ryhall and Casterton,Standard Table (ST) wards,SWARD,242,874,204,248,773,334,0,5,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,9,0,3,8,4,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,10,3,0,15,3,0,3,4,0,5,0,0,3,3,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,
21710,00FPNH,00FPNH : Uppingham,Standard Table (ST) wards,SWARD,549,1273,279,318,1056,500,0,4,3,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,5,3,4,14,3,3,13,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,3,0,5,0,0,0,3,0,5,0,0,4,3,0,12,0,0,6,3,12,33,3,0,17,9,3,15,0,3,4,9,3,0,0,0,0,0,9,8,0,3,3,3,0,0,0,0,0,0,
21711,00FPNJ,00FPNJ : Whissendine,Standard Table (ST) wards,SWARD,128,363,93,116,355,138,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,
21712,00FYNE,00FYNE : Arboretum,Standard Table (ST) wards,SWARD,855,4215,381,759,3595,478,0,44,28,3,25,28,0,0,0,0,0,0,0,11,0,0,5,0,0,5,0,0,11,0,0,26,0,0,34,3,0,5,3,0,4,0,0,14,0,3,10,0,3,10,0,0,8,0,0,30,0,0,30,3,0,7,0,0,6,0,4,33,19,3,26,12,12,68,3,6,57,0,34,392,33,23,320,37,0,64,51,0,75,43,0,11,0,0,10,0,0,16,0,0,6,0,3,12,3,0,9,3,
21713,00FYNF,00FYNF : Aspley,Standard Table (ST) wards,SWARD,2604,4263,668,2422,4511,1232,0,27,21,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,12,3,0,24,3,4,5,3,0,4,3,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,3,3,0,7,0,0,7,0,3,22,14,0,5,10,4,29,0,0,27,6,14,67,3,6,80,13,3,40,25,5,48,30,0,0,0,0,0,0,0,4,0,0,3,0,0,7,3,0,3,0,
